attachment_id,case_id,document_id,file_name,file_type,file_extension,file_size_bytes,storage_backend,storage_location,checksum_sha256,created_at
ATT-000465,CASE-000065,DOC-000465,ATTACH_CASE-000065_0465.jpg,image/jpeg,jpg,1897932,LOCAL,sample_data/attachments/CASE-000065/ATTACH_CASE-000065_0465.jpg,d5c625ecd002c804bea8dc99a82c48d41536e7201b62881a0d49edd59f9437d2,2025-07-19T15:53:35.154260
ATT-000466,CASE-000066,DOC-000466,ATTACH_CASE-000066_0466.jpg,image/jpeg,jpg,3168246,LOCAL,sample_data/attachments/CASE-000066/ATTACH_CASE-000066_0466.jpg,0c6726ed9d93c15bb82cf3be29c4d9e7ad005939c8990f0f2b1d1612437bb643,2026-07-20T18:53:35.154300
ATT-000467,CASE-000067,DOC-000467,ATTACH_CASE-000067_0467.jpg,image/jpeg,jpg,4379745,LOCAL,sample_data/attachments/CASE-000067/ATTACH_CASE-000067_0467.jpg,ce667002f8e14f589c72e5b14a56e59eaf41ce7af90e478de1d6956b2fd90ccc,2026-08-08T14:53:35.154333
ATT-000468,CASE-000068,DOC-000468,ATTACH_CASE-000068_0468.png,image/png,png,3701755,LOCAL,sample_data/attachments/CASE-000068/ATTACH_CASE-000068_0468.png,bf54b1b72d9b0298242fe24a417b05c118e5a58b0820317c4f6b0eb50a989d80,2026-05-24T02:53:35.154362
ATT-000469,CASE-000069,DOC-000469,ATTACH_CASE-000069_0469.mp4,video/mp4,mp4,2562793,LOCAL,sample_data/attachments/CASE-000069/ATTACH_CASE-000069_0469.mp4,d5d776d87633d918554058967432113b08ae8ba3f74743002cbe1f8084eb467b,2025-11-03T06:53:35.154388
ATT-000470,CASE-000070,DOC-000470,ATTACH_CASE-000070_0470.jpg,image/jpeg,jpg,4312616,LOCAL,sample_data/attachments/CASE-000070/ATTACH_CASE-000070_0470.jpg,ad803733bca6ddadbca81e7d169171a028cde9d79412b3d3a0fb9f8f78d235bf,2025-07-13T13:53:35.154413
ATT-000471,CASE-000071,DOC-000471,ATTACH_CASE-000071_0471.mp4,video/mp4,mp4,1726913,LOCAL,sample_data/attachments/CASE-000071/ATTACH_CASE-000071_0471.mp4,6c20b4d4886f642c21f99f082462470c6fbe0d30d0eae73c316f64143b5814c5,2025-12-14T19:53:35.154441
ATT-000472,CASE-000072,DOC-000472,ATTACH_CASE-000072_0472.mp4,video/mp4,mp4,747466,LOCAL,sample_data/attachments/CASE-000072/ATTACH_CASE-000072_0472.mp4,25929137187fd3847894a3fc58494586237ccd388443f6e3f3ccf9176a9debee,2025-11-09T02:53:35.154467
ATT-000473,CASE-000073,DOC-000473,ATTACH_CASE-000073_0473.png,image/png,png,4394709,LOCAL,sample_data/attachments/CASE-000073/ATTACH_CASE-000073_0473.png,a3f57e001574bd4b53fdb8a8d6a6211a861d39200a98e592bc08caa92e7ce46a,2025-08-15T07:53:35.154492
ATT-000474,CASE-000074,DOC-000474,ATTACH_CASE-000074_0474.mp3,audio/mpeg,mp3,1030020,LOCAL,sample_data/attachments/CASE-000074/ATTACH_CASE-000074_0474.mp3,f36b046aed38bdfa044c20529144d4164ceb1bdb117db55a3c0e592adb90dc64,2025-11-29T04:53:35.154520
ATT-000475,CASE-000075,DOC-000475,ATTACH_CASE-000075_0475.png,image/png,png,3954698,LOCAL,sample_data/attachments/CASE-000075/ATTACH_CASE-000075_0475.png,ff1835bc7094faeadcc6bfa483bfb0ffc85e735277f1b384ef60401465d2c1b1,2025-06-29T14:53:35.154550
ATT-000476,CASE-000076,DOC-000476,ATTACH_CASE-000076_0476.pdf,application/pdf,pdf,531475,LOCAL,sample_data/attachments/CASE-000076/ATTACH_CASE-000076_0476.pdf,470ae314007be105400042b9ca9d71c075bf6fd47e14f9bbb6d8e9e1d642ea79,2025-05-02T01:53:35.154574
ATT-000477,CASE-000077,DOC-000477,ATTACH_CASE-000077_0477.jpg,image/jpeg,jpg,3665925,LOCAL,sample_data/attachments/CASE-000077/ATTACH_CASE-000077_0477.jpg,e1dfaaf76fc38f46ff5b0b949bdf2a9b1623525ac222792ca60a4966617967be,2025-07-18T08:53:35.154598
ATT-000478,CASE-000078,DOC-000478,ATTACH_CASE-000078_0478.pdf,application/pdf,pdf,3826044,LOCAL,sample_data/attachments/CASE-000078/ATTACH_CASE-000078_0478.pdf,8fe218c181a3388916418e5afc75a2de6129b7dd4c1f3e94108d303604450089,2026-04-15T05:53:35.154631
ATT-000479,CASE-000079,DOC-000479,ATTACH_CASE-000079_0479.pdf,application/pdf,pdf,2828006,LOCAL,sample_data/attachments/CASE-000079/ATTACH_CASE-000079_0479.pdf,07baedc4d20d1179e4853772a1cb1650725e7b482af87b8795b4f114df1ff350,2025-10-29T11:53:35.154658
ATT-000480,CASE-000080,DOC-000480,ATTACH_CASE-000080_0480.pdf,application/pdf,pdf,683095,LOCAL,sample_data/attachments/CASE-000080/ATTACH_CASE-000080_0480.pdf,1ceef4e277ae23aea39d224a577574adf6b546992ba049615ef0e5db8d583fe7,2025-08-30T10:53:35.154682
ATT-000481,CASE-000081,DOC-000481,ATTACH_CASE-000081_0481.mp3,audio/mpeg,mp3,1433891,LOCAL,sample_data/attachments/CASE-000081/ATTACH_CASE-000081_0481.mp3,920bd85be3494479b1ae81d0c26510c9d1b17925122d680c563d02083ec0d30a,2025-11-05T20:53:35.154712
ATT-000482,CASE-000082,DOC-000482,ATTACH_CASE-000082_0482.jpg,image/jpeg,jpg,1258389,LOCAL,sample_data/attachments/CASE-000082/ATTACH_CASE-000082_0482.jpg,45f24e0e31e7230305edbc7e25fef3b7c80de9334e6a1a46b9f6502dc85e4c17,2026-02-14T09:53:35.154761
ATT-000483,CASE-000083,DOC-000483,ATTACH_CASE-000083_0483.jpg,image/jpeg,jpg,2852686,LOCAL,sample_data/attachments/CASE-000083/ATTACH_CASE-000083_0483.jpg,d2b64f6dc739715fde560b76afc5c6c4ac77a8784376f14aaff664dfbdbf3eb6,2025-12-07T05:53:35.154789
ATT-000484,CASE-000084,DOC-000484,ATTACH_CASE-000084_0484.mp4,video/mp4,mp4,4997369,LOCAL,sample_data/attachments/CASE-000084/ATTACH_CASE-000084_0484.mp4,e6e9b66dd061c23c0bb74a1677055ede73423f066e9a4e551a85b5fc0d5a0678,2026-02-19T01:53:35.154827
ATT-000485,CASE-000085,DOC-000485,ATTACH_CASE-000085_0485.mp4,video/mp4,mp4,4416946,LOCAL,sample_data/attachments/CASE-000085/ATTACH_CASE-000085_0485.mp4,97c5a732ed368efb6ac34136e413c4d7a5d7ebe430243a4801b362c7248591f4,2025-08-08T08:53:35.154854
ATT-000486,CASE-000086,DOC-000486,ATTACH_CASE-000086_0486.mp4,video/mp4,mp4,38196,LOCAL,sample_data/attachments/CASE-000086/ATTACH_CASE-000086_0486.mp4,b272e276593d586e9b13500b65d1750d23a8292d9fce9f651a076cdb042527e2,2026-04-05T18:53:35.154880
ATT-000487,CASE-000087,DOC-000487,ATTACH_CASE-000087_0487.pdf,application/pdf,pdf,4163811,LOCAL,sample_data/attachments/CASE-000087/ATTACH_CASE-000087_0487.pdf,5bb2b125d8b54d8b57317e279f19faa3bf1ec11a74136ef2127450dbdc7eff78,2026-07-08T19:53:35.154904
ATT-000488,CASE-000088,DOC-000488,ATTACH_CASE-000088_0488.png,image/png,png,969504,LOCAL,sample_data/attachments/CASE-000088/ATTACH_CASE-000088_0488.png,1a7ef65c612b7340b6449d7d6f5f8fac027f785019118e8969b3040199bc37d1,2025-11-07T17:53:35.154968
ATT-000489,CASE-000089,DOC-000489,ATTACH_CASE-000089_0489.pdf,application/pdf,pdf,2045983,LOCAL,sample_data/attachments/CASE-000089/ATTACH_CASE-000089_0489.pdf,8356e1e8af3e036f9cb651784a5ced6528e74325d1a302a00d5f1ecb0122b031,2025-08-13T22:53:35.155013
ATT-000490,CASE-000090,DOC-000490,ATTACH_CASE-000090_0490.mp3,audio/mpeg,mp3,4967769,LOCAL,sample_data/attachments/CASE-000090/ATTACH_CASE-000090_0490.mp3,b236c3dad408129e2b41b3140b34570b7a05b025b8b85f6e298bb7a347c779af,2025-10-27T05:53:35.155054
ATT-000491,CASE-000091,DOC-000491,ATTACH_CASE-000091_0491.mp3,audio/mpeg,mp3,2545704,LOCAL,sample_data/attachments/CASE-000091/ATTACH_CASE-000091_0491.mp3,ee3270d12558c9d7641a28b996753ac2e3e53e0e47c25b97161a05e6ae20bcc8,2025-11-06T03:53:35.155095
ATT-000492,CASE-000092,DOC-000492,ATTACH_CASE-000092_0492.png,image/png,png,636953,LOCAL,sample_data/attachments/CASE-000092/ATTACH_CASE-000092_0492.png,db115287f534a4c2cda76a2e55ad1d85a0571a0c3a98f059b27bbc3e3ba71d14,2026-04-02T01:53:35.155135
ATT-000493,CASE-000093,DOC-000493,ATTACH_CASE-000093_0493.pdf,application/pdf,pdf,1510455,LOCAL,sample_data/attachments/CASE-000093/ATTACH_CASE-000093_0493.pdf,73e8075cccb39b10c3bde01f76dfec22cf6943000d541402646da5191bc5d60f,2026-07-06T00:53:35.155177
ATT-000494,CASE-000094,DOC-000494,ATTACH_CASE-000094_0494.pdf,application/pdf,pdf,4340602,LOCAL,sample_data/attachments/CASE-000094/ATTACH_CASE-000094_0494.pdf,b66f3fae9d54a7696bf3d91fb40c216662753f4bac707f3372dc34abc7f0242d,2026-08-24T14:53:35.155226
ATT-000495,CASE-000095,DOC-000495,ATTACH_CASE-000095_0495.mp3,audio/mpeg,mp3,3040227,LOCAL,sample_data/attachments/CASE-000095/ATTACH_CASE-000095_0495.mp3,78c3c110b8e3dde1fe06d7939e433e59db260d5e1d2facce880d511a8cc6cc80,2026-07-27T19:53:35.155271
ATT-000496,CASE-000096,DOC-000496,ATTACH_CASE-000096_0496.png,image/png,png,473498,LOCAL,sample_data/attachments/CASE-000096/ATTACH_CASE-000096_0496.png,3f668799a0f5c88f42cdb31b511094d55e57104d70f95f877b5f516e7fb24dcf,2025-04-25T15:53:35.155320
ATT-000497,CASE-000097,DOC-000497,ATTACH_CASE-000097_0497.jpg,image/jpeg,jpg,1084270,LOCAL,sample_data/attachments/CASE-000097/ATTACH_CASE-000097_0497.jpg,ee9d01a154789cbf5d24c44e1766bcb30f1bc9f84b2ae8104f0671c6a44c3da4,2026-06-18T20:53:35.155362
ATT-000498,CASE-000098,DOC-000498,ATTACH_CASE-000098_0498.mp3,audio/mpeg,mp3,554262,LOCAL,sample_data/attachments/CASE-000098/ATTACH_CASE-000098_0498.mp3,00aec361e5d1797296e0c8be994fd212fd9213adfdad1d742f16cdd4f8135ebc,2026-08-06T08:53:35.155404
ATT-000499,CASE-000099,DOC-000499,ATTACH_CASE-000099_0499.mp4,video/mp4,mp4,1816650,LOCAL,sample_data/attachments/CASE-000099/ATTACH_CASE-000099_0499.mp4,85976481500e16d2f26fb35dc5dc5008ed2418a6267864c3ed6a540e922360e9,2025-04-30T20:53:35.155446
ATT-000500,CASE-000100,DOC-000500,ATTACH_CASE-000100_0500.mp3,audio/mpeg,mp3,2265659,LOCAL,sample_data/attachments/CASE-000100/ATTACH_CASE-000100_0500.mp3,d40a91490ff588705758ecd87ae033f8859eb6ad77022a6a40442768ae1b38e3,2025-07-23T07:53:35.155489
ATT-000501,CASE-000101,DOC-000501,ATTACH_CASE-000101_0501.jpg,image/jpeg,jpg,1447866,LOCAL,sample_data/attachments/CASE-000101/ATTACH_CASE-000101_0501.jpg,3d2d030a54f61ac7320106b863834df1abaeda285d38a7441295f64bf21a9bf7,2025-05-24T22:53:35.155532
ATT-000502,CASE-000102,DOC-000502,ATTACH_CASE-000102_0502.mp3,audio/mpeg,mp3,1330067,LOCAL,sample_data/attachments/CASE-000102/ATTACH_CASE-000102_0502.mp3,9029b75a8f7ef8e8f20b3a59599bdef31f65f53a76b70cb1cf81cbe246592283,2026-07-03T18:53:35.155574
ATT-000503,CASE-000103,DOC-000503,ATTACH_CASE-000103_0503.png,image/png,png,4250299,LOCAL,sample_data/attachments/CASE-000103/ATTACH_CASE-000103_0503.png,a259c25c5d0d00bd00a8eed5ae25cab2b78c5fa8fb098f1125ed805d2e15bccc,2026-03-24T22:53:35.155621
ATT-000504,CASE-000104,DOC-000504,ATTACH_CASE-000104_0504.mp4,video/mp4,mp4,3784689,LOCAL,sample_data/attachments/CASE-000104/ATTACH_CASE-000104_0504.mp4,24e5f264ceda49cc089514e599dfa0a3c3cb69b46be2240e1e52283e47923368,2026-07-11T02:53:35.155663
ATT-000505,CASE-000105,DOC-000505,ATTACH_CASE-000105_0505.pdf,application/pdf,pdf,2540620,LOCAL,sample_data/attachments/CASE-000105/ATTACH_CASE-000105_0505.pdf,6c30b7de3d6492d582b4ce60b92941bc9c6353161376fdeb5341948cb6ba1542,2025-11-05T18:53:35.155703
ATT-000506,CASE-000106,DOC-000506,ATTACH_CASE-000106_0506.mp4,video/mp4,mp4,4296549,LOCAL,sample_data/attachments/CASE-000106/ATTACH_CASE-000106_0506.mp4,f966c7a6936354bfe876439b633bde6d58145a3df7f82507020d5e8ad03fa25a,2025-09-23T05:53:35.155743
ATT-000507,CASE-000107,DOC-000507,ATTACH_CASE-000107_0507.mp3,audio/mpeg,mp3,89765,LOCAL,sample_data/attachments/CASE-000107/ATTACH_CASE-000107_0507.mp3,4128012f571d429ffd8fef02edd2e9b016f0d0feb92c083451b34a48539b4069,2026-03-04T16:53:35.155816
ATT-000508,CASE-000108,DOC-000508,ATTACH_CASE-000108_0508.jpg,image/jpeg,jpg,475749,LOCAL,sample_data/attachments/CASE-000108/ATTACH_CASE-000108_0508.jpg,40681e3066a34213c37fe784f8b920e63712bf3b93e6043e3fae14c44713e8cc,2026-04-13T11:53:35.155864
ATT-000509,CASE-000109,DOC-000509,ATTACH_CASE-000109_0509.mp3,audio/mpeg,mp3,3448514,LOCAL,sample_data/attachments/CASE-000109/ATTACH_CASE-000109_0509.mp3,3bda63c1b4ae1d3c5d403f3ca1c295689ad4833a9f73973cb10a2270e43b3609,2025-10-14T06:53:35.155910
ATT-000510,CASE-000110,DOC-000510,ATTACH_CASE-000110_0510.jpg,image/jpeg,jpg,4775003,LOCAL,sample_data/attachments/CASE-000110/ATTACH_CASE-000110_0510.jpg,55ea679e1034c4faeaebc5a3135f0fbac676c287d1ba9e0d69809e0aa82faa5e,2025-06-21T11:53:35.155954
ATT-000511,CASE-000111,DOC-000511,ATTACH_CASE-000111_0511.png,image/png,png,1939568,LOCAL,sample_data/attachments/CASE-000111/ATTACH_CASE-000111_0511.png,c49eaa907fcbddcceeb552da229828cb9214dc8024dac6428e2187e99b3372cb,2026-08-05T18:53:35.155996
ATT-000512,CASE-000112,DOC-000512,ATTACH_CASE-000112_0512.pdf,application/pdf,pdf,3221897,LOCAL,sample_data/attachments/CASE-000112/ATTACH_CASE-000112_0512.pdf,ed79ce255e54bfdc0fc93d0cbc5380e75323ae68fbc4d5fa6a2eb29f1d44c671,2025-09-05T07:53:35.156041
ATT-000513,CASE-000113,DOC-000513,ATTACH_CASE-000113_0513.png,image/png,png,330734,LOCAL,sample_data/attachments/CASE-000113/ATTACH_CASE-000113_0513.png,c202f102fcd814cd3271d5efb81e61e673fbd0dd91deb5ece1b74231fce505f0,2025-05-14T22:53:35.156083
ATT-000514,CASE-000114,DOC-000514,ATTACH_CASE-000114_0514.mp4,video/mp4,mp4,4681568,LOCAL,sample_data/attachments/CASE-000114/ATTACH_CASE-000114_0514.mp4,6e3d0bc4ef2c36515b43d24034ee850c6247ba924a7848feff0e50f026161199,2026-07-09T05:53:35.156139
ATT-000515,CASE-000115,DOC-000515,ATTACH_CASE-000115_0515.pdf,application/pdf,pdf,3787839,LOCAL,sample_data/attachments/CASE-000115/ATTACH_CASE-000115_0515.pdf,20abbea2c54063583457743997cd92223b0763e71b82dc44aba1c5cc1b031623,2025-11-22T00:53:35.156179
ATT-000516,CASE-000116,DOC-000516,ATTACH_CASE-000116_0516.pdf,application/pdf,pdf,687314,LOCAL,sample_data/attachments/CASE-000116/ATTACH_CASE-000116_0516.pdf,99a8ede8710d392a3e7d11eef81d46fbe4af53a88900ca12652eb373b2f8c90f,2025-09-09T02:53:35.156219
ATT-000517,CASE-000117,DOC-000517,ATTACH_CASE-000117_0517.pdf,application/pdf,pdf,1700000,LOCAL,sample_data/attachments/CASE-000117/ATTACH_CASE-000117_0517.pdf,53fc34715a773f84e588e0500b0047fb8d28f87ddf1a55d7ddd2f51d24423759,2025-05-29T17:53:35.156259
ATT-000518,CASE-000118,DOC-000518,ATTACH_CASE-000118_0518.pdf,application/pdf,pdf,2789900,LOCAL,sample_data/attachments/CASE-000118/ATTACH_CASE-000118_0518.pdf,7a3dcc449bdb0f699ff7e67511fcf0c52a7b5209b1c0ae2bc19913be7eff3a43,2026-04-28T04:53:35.156299
ATT-000519,CASE-000119,DOC-000519,ATTACH_CASE-000119_0519.jpg,image/jpeg,jpg,3377818,LOCAL,sample_data/attachments/CASE-000119/ATTACH_CASE-000119_0519.jpg,2c6d59d0b0e997b8060169dc67a9efaa5529362ca242bf112e53097a29fbe564,2025-05-18T20:53:35.156339
ATT-000520,CASE-000120,DOC-000520,ATTACH_CASE-000120_0520.jpg,image/jpeg,jpg,746960,LOCAL,sample_data/attachments/CASE-000120/ATTACH_CASE-000120_0520.jpg,6141a56e92a388da39d326d063c4a355c61becf0749adfb13c53914d28ea8e1b,2025-06-03T23:53:35.156390
ATT-000521,CASE-000121,DOC-000521,ATTACH_CASE-000121_0521.mp4,video/mp4,mp4,525497,LOCAL,sample_data/attachments/CASE-000121/ATTACH_CASE-000121_0521.mp4,aed1e78d9a0f6d441520a9db428d304b26422eab4d1b5117eb1ccdccf0a70e15,2026-07-13T18:53:35.156456
ATT-000522,CASE-000122,DOC-000522,ATTACH_CASE-000122_0522.mp3,audio/mpeg,mp3,3787682,LOCAL,sample_data/attachments/CASE-000122/ATTACH_CASE-000122_0522.mp3,d759b22253f5b7498efbc283d98fbd01c52896eeb2fb223f183e4d9c60405c0a,2026-07-13T10:53:35.156503
ATT-000523,CASE-000123,DOC-000523,ATTACH_CASE-000123_0523.mp3,audio/mpeg,mp3,365437,LOCAL,sample_data/attachments/CASE-000123/ATTACH_CASE-000123_0523.mp3,801fe9295a7e6a830f3116aa42d6cee68b948d0741dbbdd790d5d40b262e56f3,2026-04-10T08:53:35.156548
ATT-000524,CASE-000124,DOC-000524,ATTACH_CASE-000124_0524.jpg,image/jpeg,jpg,1383651,LOCAL,sample_data/attachments/CASE-000124/ATTACH_CASE-000124_0524.jpg,c043e37d57bcf2eafa1bae66255c8acf6873b64aefa0c447a7a891fc6772621f,2026-07-26T13:53:35.156591
ATT-000525,CASE-000125,DOC-000525,ATTACH_CASE-000125_0525.jpg,image/jpeg,jpg,1904616,LOCAL,sample_data/attachments/CASE-000125/ATTACH_CASE-000125_0525.jpg,95b6fd87c37689285339eeb6285d33370417727801b4dad93944ef61f11fc1f0,2026-02-06T17:53:35.156632
ATT-000526,CASE-000126,DOC-000526,ATTACH_CASE-000126_0526.mp4,video/mp4,mp4,2422991,LOCAL,sample_data/attachments/CASE-000126/ATTACH_CASE-000126_0526.mp4,332d6c982563564629b26465fa60c4d4f930e3a8ec787f3dd22b86535f81a4cf,2026-06-03T11:53:35.156674
ATT-000527,CASE-000127,DOC-000527,ATTACH_CASE-000127_0527.jpg,image/jpeg,jpg,316612,LOCAL,sample_data/attachments/CASE-000127/ATTACH_CASE-000127_0527.jpg,00f076bba7aaf300d5c1aa45904abb7040aeca1779c4c8b64851cddfac161d22,2026-05-07T05:53:35.156715
ATT-000528,CASE-000128,DOC-000528,ATTACH_CASE-000128_0528.mp3,audio/mpeg,mp3,1548798,LOCAL,sample_data/attachments/CASE-000128/ATTACH_CASE-000128_0528.mp3,ac284c3449d3a16cc7c39d03fb00392fd3de9e30c6ea9ebd28f582b695427b3b,2026-03-05T15:53:35.156761
ATT-000529,CASE-000129,DOC-000529,ATTACH_CASE-000129_0529.mp4,video/mp4,mp4,4577185,LOCAL,sample_data/attachments/CASE-000129/ATTACH_CASE-000129_0529.mp4,51586dc8ee41a0c413be49744511b647d41616a50b708bf20dae800c0f2eff9a,2026-07-25T03:53:35.156803
ATT-000530,CASE-000130,DOC-000530,ATTACH_CASE-000130_0530.mp4,video/mp4,mp4,4048160,LOCAL,sample_data/attachments/CASE-000130/ATTACH_CASE-000130_0530.mp4,e0245bfb7df3ed60106bbe1f6956ceb6c657885bdd2e69880a8fe6aff3eb36ce,2025-07-07T03:53:35.156853
ATT-000531,CASE-000131,DOC-000531,ATTACH_CASE-000131_0531.mp3,audio/mpeg,mp3,4806641,LOCAL,sample_data/attachments/CASE-000131/ATTACH_CASE-000131_0531.mp3,adfa15f74d3c22e893edc9aed6c375f19e43fa7d1e012284a3739c5ccaccd493,2026-05-28T22:53:35.156901
ATT-000532,CASE-000132,DOC-000532,ATTACH_CASE-000132_0532.mp4,video/mp4,mp4,3152581,LOCAL,sample_data/attachments/CASE-000132/ATTACH_CASE-000132_0532.mp4,a0c655d93a2ce5bfb71a25f844ce8a7f27035c15c9894305094aa46e8ae308c0,2026-03-12T07:53:35.156947
ATT-000533,CASE-000133,DOC-000533,ATTACH_CASE-000133_0533.pdf,application/pdf,pdf,2758349,LOCAL,sample_data/attachments/CASE-000133/ATTACH_CASE-000133_0533.pdf,28c4291704e5efb8dbbbbbb78a31db7b5ba96bdf364566adc0d3a818dd0a0588,2026-01-09T20:53:35.156991
ATT-000534,CASE-000134,DOC-000534,ATTACH_CASE-000134_0534.png,image/png,png,3834355,LOCAL,sample_data/attachments/CASE-000134/ATTACH_CASE-000134_0534.png,660b1cdca242d80ac8173d31dd6e254688d31cbf43a54144fe668a49161b5c3c,2025-10-30T13:53:35.157038
ATT-000535,CASE-000135,DOC-000535,ATTACH_CASE-000135_0535.jpg,image/jpeg,jpg,725710,LOCAL,sample_data/attachments/CASE-000135/ATTACH_CASE-000135_0535.jpg,296986fb5703df9c48a2c5fb7d70e51904dec988bfeb680539a854b1405c74a1,2025-11-27T02:53:35.157081
ATT-000536,CASE-000136,DOC-000536,ATTACH_CASE-000136_0536.mp4,video/mp4,mp4,2407748,LOCAL,sample_data/attachments/CASE-000136/ATTACH_CASE-000136_0536.mp4,fa0d740c4ddd997d1cefe1cf48cb2ca9890ee39eaadc1979fcab85e02a87f20f,2025-08-01T02:53:35.157122
ATT-000537,CASE-000137,DOC-000537,ATTACH_CASE-000137_0537.jpg,image/jpeg,jpg,743936,LOCAL,sample_data/attachments/CASE-000137/ATTACH_CASE-000137_0537.jpg,26a63170e8c02ff409f48c3f193c95d8ef822aefacd1d94d31d5bad662c6e276,2025-12-31T06:53:35.157164
ATT-000538,CASE-000138,DOC-000538,ATTACH_CASE-000138_0538.mp4,video/mp4,mp4,2492421,LOCAL,sample_data/attachments/CASE-000138/ATTACH_CASE-000138_0538.mp4,71c1c11fc72822c76bfa3176d464f7206fc35405958bd8ea88791926096227ac,2025-12-11T01:53:35.157207
ATT-000539,CASE-000139,DOC-000539,ATTACH_CASE-000139_0539.mp4,video/mp4,mp4,3185666,LOCAL,sample_data/attachments/CASE-000139/ATTACH_CASE-000139_0539.mp4,cf4a8906ef4cadb424920341bd18ab7353e51c6927f0d55f668d65b2d41a9e48,2025-05-25T08:53:35.157250
ATT-000540,CASE-000140,DOC-000540,ATTACH_CASE-000140_0540.mp4,video/mp4,mp4,3314100,LOCAL,sample_data/attachments/CASE-000140/ATTACH_CASE-000140_0540.mp4,230f22c8ff44fbc71f665b39cadbd1f31e40006473afe9befe13c04d0e5ea8e8,2026-02-07T05:53:35.157291
ATT-000541,CASE-000141,DOC-000541,ATTACH_CASE-000141_0541.jpg,image/jpeg,jpg,3819809,LOCAL,sample_data/attachments/CASE-000141/ATTACH_CASE-000141_0541.jpg,be9387e835a296700bd55b24d0528a53059bd572ace35bd3e02890fd31cdc702,2026-06-12T07:53:35.157331
ATT-000542,CASE-000142,DOC-000542,ATTACH_CASE-000142_0542.mp4,video/mp4,mp4,1021270,LOCAL,sample_data/attachments/CASE-000142/ATTACH_CASE-000142_0542.mp4,4db5b164a196c14586da61a8cad252ab13250d356245176a03d930fcc7c3fdad,2026-08-03T03:53:35.157372
ATT-000543,CASE-000143,DOC-000543,ATTACH_CASE-000143_0543.png,image/png,png,3598659,LOCAL,sample_data/attachments/CASE-000143/ATTACH_CASE-000143_0543.png,ca7726b8cc5a4a3cf10c597fcde16bc8a43d603608f783e79d6cdd5d1264d792,2025-05-27T10:53:35.157416
ATT-000544,CASE-000144,DOC-000544,ATTACH_CASE-000144_0544.jpg,image/jpeg,jpg,4991322,LOCAL,sample_data/attachments/CASE-000144/ATTACH_CASE-000144_0544.jpg,8651538fd2831098bdc9dcaa250c9ef847369e5bee4594cced444d581a45c620,2025-07-11T17:53:35.157458
ATT-000545,CASE-000145,DOC-000545,ATTACH_CASE-000145_0545.pdf,application/pdf,pdf,2637425,LOCAL,sample_data/attachments/CASE-000145/ATTACH_CASE-000145_0545.pdf,1e8757ccbe1b07a9300acc6465f0eb3c61b327918faf37b1c76a6ea7ee8b2406,2026-01-09T11:53:35.157503
ATT-000546,CASE-000146,DOC-000546,ATTACH_CASE-000146_0546.jpg,image/jpeg,jpg,4613983,LOCAL,sample_data/attachments/CASE-000146/ATTACH_CASE-000146_0546.jpg,27f24c9b70d2abc17d33c048d619237d9a106d19775c47db634c8a98a0bcdb3a,2026-02-04T02:53:35.157545
ATT-000547,CASE-000147,DOC-000547,ATTACH_CASE-000147_0547.png,image/png,png,1548488,LOCAL,sample_data/attachments/CASE-000147/ATTACH_CASE-000147_0547.png,cc9101d66f0e665ad7fa74db0a2d5c59ad8e1d26f16356c4a3c46b9453990a0a,2026-02-10T11:53:35.157587
ATT-000548,CASE-000148,DOC-000548,ATTACH_CASE-000148_0548.jpg,image/jpeg,jpg,2085751,LOCAL,sample_data/attachments/CASE-000148/ATTACH_CASE-000148_0548.jpg,0017df75def58276628cbbb25e51577634cb746e924e3b33a484e1c2a7ef082c,2026-04-14T18:53:35.157628
ATT-000549,CASE-000149,DOC-000549,ATTACH_CASE-000149_0549.png,image/png,png,490681,LOCAL,sample_data/attachments/CASE-000149/ATTACH_CASE-000149_0549.png,4793caf3b8907e02337781572d8e86f399e7ec27be8dd357d1b84f2c5170650d,2025-10-05T16:53:35.157673
ATT-000550,CASE-000150,DOC-000550,ATTACH_CASE-000150_0550.mp3,audio/mpeg,mp3,270343,LOCAL,sample_data/attachments/CASE-000150/ATTACH_CASE-000150_0550.mp3,6f2209abf160a87daab7efdd8c90a4c409268848db9a2091782481731f699083,2025-05-03T07:53:35.157717
ATT-000551,CASE-000151,DOC-000551,ATTACH_CASE-000151_0551.mp4,video/mp4,mp4,4925642,LOCAL,sample_data/attachments/CASE-000151/ATTACH_CASE-000151_0551.mp4,d9fa240f3d96379c9d4800fe00171b6258678c28d6387bca600362c3d59f0ead,2026-05-01T09:53:35.157759
ATT-000552,CASE-000152,DOC-000552,ATTACH_CASE-000152_0552.pdf,application/pdf,pdf,4055309,LOCAL,sample_data/attachments/CASE-000152/ATTACH_CASE-000152_0552.pdf,b139b879aef1f955f613a7a2c22fa942d5b9e45a2b69a470298d8ebb07d9acf4,2025-10-20T07:53:35.157803
ATT-000553,CASE-000153,DOC-000553,ATTACH_CASE-000153_0553.mp3,audio/mpeg,mp3,4172797,LOCAL,sample_data/attachments/CASE-000153/ATTACH_CASE-000153_0553.mp3,8035c8e89c596f851ed1a1b00b9ee1ed3e6113960545f737c8b9ee053b2bc3d4,2026-07-27T20:53:35.157844
